gene	DB_symbol	regulation	GeneType	ONG_Alias	ONG_Links	ONG_Cytoband	ONG_FullName	TSG_Alias	TSG_Links	TSG_Chromosome	TSG_Cytoband	TSG_FullName
1869	E2F1	both	protein-coding	E2F-1|RBAP1|RBBP3|RBP3	MIM:189971|HGNC:HGNC:3113|Ensembl:ENSG00000101412|HPRD:01806|Vega:OTTHUMG00000032265	20q11.2	E2F transcription factor 1	E2F-1|RBAP1|RBBP3|RBP3	MIM:189971|HGNC:HGNC:3113|Ensembl:ENSG00000101412|HPRD:01806|Vega:OTTHUMG00000032265	20	20q11.2	E2F transcription factor 1
1830	DSG3	ONG	protein-coding	CDHF6|PVA	MIM:169615|HGNC:HGNC:3050|Ensembl:ENSG00000134757|HPRD:01355|Vega:OTTHUMG00000131985	18q12.1	desmoglein 3	NA	NA	NA	NA	NA
1749	DLX5	ONG	protein-coding	SHFM1D	MIM:600028|HGNC:HGNC:2918|Ensembl:ENSG00000105880|HPRD:02492|Vega:OTTHUMG00000154200	7q22	distal-less homeobox 5	NA	NA	NA	NA	NA
1656	DDX6	ONG	protein-coding	HLR2|P54|RCK	MIM:600326|HGNC:HGNC:2747|Ensembl:ENSG00000110367|HPRD:02638	11q23.3	DEAD-box helicase 6	NA	NA	NA	NA	NA
1643	DDB2	both	protein-coding	DDBB|UV-DDB2|XPE	MIM:600811|HGNC:HGNC:2718|Ensembl:ENSG00000134574|HPRD:02886|Vega:OTTHUMG00000187453	11p11.2	damage specific DNA binding protein 2	DDBB|UV-DDB2	MIM:600811|HGNC:HGNC:2718|Ensembl:ENSG00000134574|HPRD:02886|Vega:OTTHUMG00000187453	11	11p12-p11	damage-specific DNA binding protein 2, 48kDa
1616	DAXX	ONG	protein-coding	BING2|DAP6|EAP1	MIM:603186|HGNC:HGNC:2681|Ensembl:ENSG00000204209|HPRD:04424|Vega:OTTHUMG00000031203	6p21.3	death-domain associated protein	NA	NA	NA	NA	NA
1591	CYP24A1	ONG	protein-coding	CP24|CYP24|HCAI|P450-CC24	MIM:126065|HGNC:HGNC:2602|Ensembl:ENSG00000019186|HPRD:00522|Vega:OTTHUMG00000032773	20q13	cytochrome P450 family 24 subfamily A member 1	NA	NA	NA	NA	NA
1523	CUX1	both	protein-coding	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GOLIM6|Nbla10317|p100|p110|p200|p75	MIM:116896|HGNC:HGNC:2557|Ensembl:ENSG00000257923|HPRD:00295|Vega:OTTHUMG00000157129	7q22.1	cut like homeobox 1	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GOLIM6|Nbla10317|p100|p110|p200|p75	MIM:116896|HGNC:HGNC:2557|Ensembl:ENSG00000257923|HPRD:00295|Vega:OTTHUMG00000157129	7	7q22.1	cut-like homeobox 1
151871	DPPA2	ONG	protein-coding	CT100|ECAT15-2|PESCRG1	MIM:614445|HGNC:HGNC:19197|Ensembl:ENSG00000163530|HPRD:13248|Vega:OTTHUMG00000159227	3q13.13	developmental pluripotency associated 2	NA	NA	NA	NA	NA
149013	NBPF12	ONG	protein-coding	COAS1|KIAA1245	MIM:608607|HGNC:HGNC:24297|Ensembl:ENSG00000268043|Vega:OTTHUMG00000043708	1q21	neuroblastoma breakpoint family member 12	NA	NA	NA	NA	NA
1490	CTGF	both	protein-coding	CCN2|HCS24|IGFBP8|NOV2	MIM:121009|HGNC:HGNC:2500|Ensembl:ENSG00000118523|HPRD:00412|Vega:OTTHUMG00000015573	6q23.1	connective tissue growth factor	CCN2|HCS24|IGFBP8|NOV2	MIM:121009|HGNC:HGNC:2500|Ensembl:ENSG00000118523|HPRD:00412|Vega:OTTHUMG00000015573	6	6q23.1	connective tissue growth factor
1488	CTBP2	ONG	protein-coding	-	MIM:602619|HGNC:HGNC:2495|HPRD:04016	10q26.13	C-terminal binding protein 2	NA	NA	NA	NA	NA
1457	CSNK2A1	ONG	protein-coding	CK2A1|CKII|CSNK2A3	MIM:115440|HGNC:HGNC:2457|Ensembl:ENSG00000101266|HPRD:00277	20p13	casein kinase 2 alpha 1	NA	NA	NA	NA	NA
1399	CRKL	ONG	protein-coding	-	MIM:602007|HGNC:HGNC:2363|Ensembl:ENSG00000099942|HPRD:03596|Vega:OTTHUMG00000150807	22q11.21	v-crk avian sarcoma virus CT10 oncogene homolog-like	NA	NA	NA	NA	NA
1326	MAP3K8	both	protein-coding	AURA2|COT|EST|ESTF|MEKK8|TPL2|Tpl-2|c-COT	MIM:191195|HGNC:HGNC:6860|Ensembl:ENSG00000107968|HPRD:01863|Vega:OTTHUMG00000017889	10p11.23	mitogen-activated protein kinase kinase kinase 8	COT|EST|ESTF|MEKK8|TPL2|Tpl-2|c-COT	MIM:191195|HGNC:HGNC:6860|Ensembl:ENSG00000107968|HPRD:01863|Vega:OTTHUMG00000017889	10	10p11.23	mitogen-activated protein kinase kinase kinase 8
128869	PIGU	ONG	protein-coding	CDC91L1|GAB1	MIM:608528|HGNC:HGNC:15791|Ensembl:ENSG00000101464|HPRD:12250|Vega:OTTHUMG00000032304	20q11.22	phosphatidylinositol glycan anchor biosynthesis class U	NA	NA	NA	NA	NA
117159	DCD	ONG	protein-coding	AIDD|DCD-1|DSEP|HCAP|PIF	MIM:606634|HGNC:HGNC:14669|Ensembl:ENSG00000161634|HPRD:07363|Vega:OTTHUMG00000169937	12q13.1	dermcidin	NA	NA	NA	NA	NA
1163	CKS1B	ONG	protein-coding	CKS1|PNAS-16|PNAS-18|ckshs1	MIM:116900|HGNC:HGNC:19083|Ensembl:ENSG00000173207|HPRD:00299|Vega:OTTHUMG00000037413	1q21.2	CDC28 protein kinase regulatory subunit 1B	NA	NA	NA	NA	NA
11279	KLF8	ONG	protein-coding	BKLF3|ZNF741	MIM:300286|HGNC:HGNC:6351|Ensembl:ENSG00000102349|HPRD:02238	Xp11.21	Kruppel-like factor 8	NA	NA	NA	NA	NA
11240	PADI2	ONG	protein-coding	PAD-H19|PAD2|PDI2	MIM:607935|HGNC:HGNC:18341|Ensembl:ENSG00000117115|HPRD:06396|Vega:OTTHUMG00000002295	1p36.13	peptidyl arginine deiminase, type II	NA	NA	NA	NA	NA
11186	RASSF1	both	protein-coding	123F2|NORE2A|RASSF1A|RDA32|REH3P21	MIM:605082|HGNC:HGNC:9882|Ensembl:ENSG00000068028|HPRD:05470|Vega:OTTHUMG00000149958	3p21.3	Ras association domain family member 1	123F2|NORE2A|RASSF1A|RDA32|REH3P21	MIM:605082|HGNC:HGNC:9882|Ensembl:ENSG00000068028|HPRD:05470|Vega:OTTHUMG00000149958	3	3p21.3	Ras association (RalGDS/AF-6) domain family member 1
11156	PTP4A3	ONG	protein-coding	PRL-3|PRL-R|PRL3	MIM:606449|HGNC:HGNC:9636|Ensembl:ENSG00000184489|HPRD:05922	8q24.3	protein tyrosine phosphatase type IVA, member 3	NA	NA	NA	NA	NA
11116	FGFR1OP	ONG	protein-coding	FOP	MIM:605392|HGNC:HGNC:17012|Ensembl:ENSG00000213066|HPRD:10392	6q27	FGFR1 oncogene partner	NA	NA	NA	NA	NA
11065	UBE2C	ONG	protein-coding	UBCH10|dJ447F3.2	MIM:605574|HGNC:HGNC:15937|Ensembl:ENSG00000175063|HPRD:05717|Vega:OTTHUMG00000033038	20q13.12	ubiquitin conjugating enzyme E2C	NA	NA	NA	NA	NA
10962	MLLT11	ONG	protein-coding	AF1Q	MIM:604684|HGNC:HGNC:16997|HPRD:05251	1q21	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11	NA	NA	NA	NA	NA
10768	AHCYL1	both	protein-coding	DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA	MIM:607826|HGNC:HGNC:344|Ensembl:ENSG00000168710|HPRD:07613|Vega:OTTHUMG00000011652	1p13.2	adenosylhomocysteinase like 1	DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA	MIM:607826|HGNC:HGNC:344|Ensembl:ENSG00000168710|HPRD:07613|Vega:OTTHUMG00000011652	1	1p13.2	adenosylhomocysteinase-like 1
10752	CHL1	ONG	protein-coding	CALL|L1CAM2	MIM:607416|HGNC:HGNC:1939|Ensembl:ENSG00000134121|HPRD:07598|Vega:OTTHUMG00000090601	3p26.1	cell adhesion molecule L1 like	NA	NA	NA	NA	NA
10744	PTTG2	ONG	protein-coding	-	MIM:604231|HGNC:HGNC:9691|Ensembl:ENSG00000250254|HPRD:09176|Vega:OTTHUMG00000160424	4p12	pituitary tumor-transforming 2	NA	NA	NA	NA	NA
10642	IGF2BP1	ONG	protein-coding	CRD-BP|CRDBP|IMP-1|IMP1|VICKZ1|ZBP1	MIM:608288|HGNC:HGNC:28866|Ensembl:ENSG00000159217|HPRD:09752|Vega:OTTHUMG00000161173	17q21.32	insulin like growth factor 2 mRNA binding protein 1	NA	NA	NA	NA	NA
10461	MERTK	ONG	protein-coding	MER|RP38|Tyro12|c-Eyk|c-mer	MIM:604705|HGNC:HGNC:7027|Ensembl:ENSG00000153208|HPRD:05269|Vega:OTTHUMG00000131278	2q14.1	MER proto-oncogene, tyrosine kinase	NA	NA	NA	NA	NA
10456	HAX1	ONG	protein-coding	HCLSBP1|HS1BP1|SCN3	MIM:605998|HGNC:HGNC:16915|Ensembl:ENSG00000143575|HPRD:12075|Vega:OTTHUMG00000035978	1q21.3	HCLS1 associated protein X-1	NA	NA	NA	NA	NA
10451	VAV3	ONG	protein-coding	-	MIM:605541|HGNC:HGNC:12659|Ensembl:ENSG00000134215|HPRD:05706|Vega:OTTHUMG00000010995	1p13.3	vav guanine nucleotide exchange factor 3	NA	NA	NA	NA	NA
1045	CDX2	both	protein-coding	CDX-3|CDX2/AS|CDX3	MIM:600297|HGNC:HGNC:1806|HPRD:02622	13q12.3	caudal type homeobox 2	CDX-3|CDX2/AS|CDX3	MIM:600297|HGNC:HGNC:1806|HPRD:02622	13	13q12.3	caudal type homeobox 2
10342	TFG	ONG	protein-coding	HMSNP|SPG57|TF6|TRKT3	MIM:602498|HGNC:HGNC:11758|Ensembl:ENSG00000114354|HPRD:03932|Vega:OTTHUMG00000159085	3q12.2	TRK-fused gene	NA	NA	NA	NA	NA
1033	CDKN3	ONG	protein-coding	CDI1|CIP2|KAP|KAP1	MIM:123832|HGNC:HGNC:1791|Ensembl:ENSG00000100526|HPRD:00450|Vega:OTTHUMG00000140302	14q22	cyclin-dependent kinase inhibitor 3	NA	NA	NA	NA	NA
10276	NET1	ONG	protein-coding	ARHGEF8|NET1A	MIM:606450|HGNC:HGNC:14592|Ensembl:ENSG00000173848|HPRD:07342|Vega:OTTHUMG00000017596	10p15	neuroepithelial cell transforming 1	NA	NA	NA	NA	NA
1026	CDKN1A	both	protein-coding	CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1	MIM:116899|HGNC:HGNC:1784|Ensembl:ENSG00000124762|HPRD:00298|Vega:OTTHUMG00000014603	6p21.2	cyclin-dependent kinase inhibitor 1A	CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1	MIM:116899|HGNC:HGNC:1784|Ensembl:ENSG00000124762|HPRD:00298|Vega:OTTHUMG00000014603	6	6p21.2	cyclin-dependent kinase inhibitor 1A (p21, Cip1)
10253	SPRY2	both	protein-coding	IGAN3|hSPRY2	MIM:602466|HGNC:HGNC:11270|Ensembl:ENSG00000136158|HPRD:03916|Vega:OTTHUMG00000017140	13q31.1	sprouty RTK signaling antagonist 2	hSPRY2	MIM:602466|HGNC:HGNC:11270|Ensembl:ENSG00000136158|HPRD:03916|Vega:OTTHUMG00000017140	13	13q31.1	sprouty homolog 2 (Drosophila)
1024	CDK8	ONG	protein-coding	K35	MIM:603184|HGNC:HGNC:1779|Ensembl:ENSG00000132964|HPRD:04422|Vega:OTTHUMG00000016617	13q12	cyclin-dependent kinase 8	NA	NA	NA	NA	NA
1021	CDK6	both	protein-coding	MCPH12|PLSTIRE	MIM:603368|HGNC:HGNC:1777|Ensembl:ENSG00000105810|HPRD:04533|Vega:OTTHUMG00000131697	7q21-q22	cyclin-dependent kinase 6	MCPH12|PLSTIRE	MIM:603368|HGNC:HGNC:1777|Ensembl:ENSG00000105810|HPRD:04533|Vega:OTTHUMG00000131697	7	7q21-q22	cyclin-dependent kinase 6
1019	CDK4	ONG	protein-coding	CMM3|PSK-J3	MIM:123829|HGNC:HGNC:1773|Ensembl:ENSG00000135446|HPRD:00447|Vega:OTTHUMG00000170382	12q14	cyclin-dependent kinase 4	NA	NA	NA	NA	NA
1015	CDH17	both	protein-coding	CDH16|HPT-1|HPT1	MIM:603017|HGNC:HGNC:1756|Ensembl:ENSG00000079112|HPRD:04312|Vega:OTTHUMG00000164391	8q22.1	cadherin 17	CDH16|HPT-1|HPT1	MIM:603017|HGNC:HGNC:1756|Ensembl:ENSG00000079112|HPRD:04312|Vega:OTTHUMG00000164391	8	8q22.1	cadherin 17, LI cadherin (liver-intestine)
100272147	CMC4	ONG	protein-coding	C6.1B|MTCP1|MTCP1B|MTCP1NB|p8|p8MTCP1	HGNC:HGNC:35428|Ensembl:ENSG00000182712|Vega:OTTHUMG00000158504	Xq28	C-x(9)-C motif containing 4	NA	NA	NA	NA	NA
10023	FRAT1	ONG	protein-coding	-	MIM:602503|HGNC:HGNC:3944|Ensembl:ENSG00000165879|HPRD:03935|Vega:OTTHUMG00000018848	10q24.1	frequently rearranged in advanced T-cell lymphomas 1	NA	NA	NA	NA	NA
100133941	CD24	ONG	protein-coding	CD24A	MIM:600074|HGNC:HGNC:1645|Ensembl:ENSG00000272398|Vega:OTTHUMG00000188439	6q21	CD24 molecule	NA	NA	NA	NA	NA
100126333	MIR708	both	ncRNA	MIRN708|hsa-mir-708	HGNC:HGNC:33654|Ensembl:ENSG00000211997|miRBase:MI0005543	11q14.1	microRNA 708	MIRN708|hsa-mir-708	HGNC:HGNC:33654|Ensembl:ENSG00000211997|miRBase:MI0005543	11	11q14.1	microRNA 708
995	CDC25C	ONG	protein-coding	CDC25|PPP1R60	MIM:157680|HGNC:HGNC:1727|Ensembl:ENSG00000158402|HPRD:01146|Vega:OTTHUMG00000129203	5q31	cell division cycle 25C	NA	NA	NA	NA	NA
993	CDC25A	ONG	protein-coding	CDC25A2	MIM:116947|HGNC:HGNC:1725|Ensembl:ENSG00000164045|HPRD:00305|Vega:OTTHUMG00000133535	3p21	cell division cycle 25A	NA	NA	NA	NA	NA
9928	KIF14	ONG	protein-coding	MKS12	MIM:611279|HGNC:HGNC:19181|Ensembl:ENSG00000118193|HPRD:06605|Vega:OTTHUMG00000035723	1q32.1	kinesin family member 14	NA	NA	NA	NA	NA
9846	GAB2	ONG	protein-coding	-	MIM:606203|HGNC:HGNC:14458|Ensembl:ENSG00000033327|HPRD:05866|Vega:OTTHUMG00000166673	11q14.1	GRB2 associated binding protein 2	NA	NA	NA	NA	NA
983	CDK1	ONG	protein-coding	CDC2|CDC28A|P34CDC2	MIM:116940|HGNC:HGNC:1722|Ensembl:ENSG00000170312|HPRD:00302|Vega:OTTHUMG00000018290	10q21.1	cyclin-dependent kinase 1	NA	NA	NA	NA	NA
9792	SERTAD2	ONG	protein-coding	Sei-2|TRIP-Br2	HGNC:HGNC:30784|Ensembl:ENSG00000179833|HPRD:18040|Vega:OTTHUMG00000152678	2p14	SERTA domain containing 2	NA	NA	NA	NA	NA
9768	KIAA0101	ONG	protein-coding	L5|NS5ATP9|OEATC|OEATC-1|OEATC1|PAF|PAF15|p15(PAF)|p15/PAF|p15PAF	MIM:610696|HGNC:HGNC:28961|HPRD:13778	15q22.31	KIAA0101	NA	NA	NA	NA	NA
9733	SART3	ONG	protein-coding	DSAP1|P100|RP11-13G14|TIP110|p110|p110(nrb)	MIM:611684|HGNC:HGNC:16860|Ensembl:ENSG00000075856|HPRD:11532|Vega:OTTHUMG00000169449	12q24.1	squamous cell carcinoma antigen recognized by T-cells 3	NA	NA	NA	NA	NA
9700	ESPL1	ONG	protein-coding	ESP1|SEPA	MIM:604143|HGNC:HGNC:16856|Ensembl:ENSG00000135476|HPRD:06825|Vega:OTTHUMG00000169674	12q	extra spindle pole bodies like 1, separase	NA	NA	NA	NA	NA
94274	PPP1R14A	ONG	protein-coding	CPI-17|CPI17|PPP1INL	MIM:608153|HGNC:HGNC:14871|Ensembl:ENSG00000167641|HPRD:16291|Vega:OTTHUMG00000181892	19q13.1	protein phosphatase 1 regulatory inhibitor subunit 14A	NA	NA	NA	NA	NA
94234	FOXQ1	ONG	protein-coding	HFH1	MIM:612788|HGNC:HGNC:20951|HPRD:17015	6p25	forkhead box Q1	NA	NA	NA	NA	NA
93550	ZFAND4	ONG	protein-coding	ANUBL1	HGNC:HGNC:23504|Ensembl:ENSG00000172671|HPRD:16494|Vega:OTTHUMG00000018085	10q11.22	zinc finger AN1-type containing 4	NA	NA	NA	NA	NA
93166	PRDM6	ONG	protein-coding	-	HGNC:HGNC:9350|Ensembl:ENSG00000061455|Vega:OTTHUMG00000150469	5q23.2	PR domain 6	NA	NA	NA	NA	NA
92105	INTS4	ONG	protein-coding	INT4|MST093	MIM:611348|HGNC:HGNC:25048|Ensembl:ENSG00000149262|HPRD:12386|Vega:OTTHUMG00000166629	11q14.1	integrator complex subunit 4	NA	NA	NA	NA	NA
9181	ARHGEF2	ONG	protein-coding	GEF|GEF-H1|GEFH1|LFP40|P40	MIM:607560|HGNC:HGNC:682|Ensembl:ENSG00000116584|HPRD:10458|Vega:OTTHUMG00000017464	1q21-q22	Rho/Rac guanine nucleotide exchange factor 2	NA	NA	NA	NA	NA
9138	ARHGEF1	ONG	protein-coding	GEF1|LBCL2|LSC|P115-RHOGEF|SUB1.5	MIM:601855|HGNC:HGNC:681|Ensembl:ENSG00000076928|HPRD:03511|Vega:OTTHUMG00000182679	19q13.13	Rho guanine nucleotide exchange factor 1	NA	NA	NA	NA	NA
9043	SPAG9	ONG	protein-coding	CT89|HLC-6|HLC4|HLC6|JIP-4|JIP4|JLP|PHET|PIG6	MIM:605430|HGNC:HGNC:14524|Ensembl:ENSG00000008294|HPRD:10398|Vega:OTTHUMG00000162316	17q21.33	sperm associated antigen 9	NA	NA	NA	NA	NA
8941	CDK5R2	ONG	protein-coding	NCK5AI|P39|p39nck5ai	MIM:603764|HGNC:HGNC:1776|Ensembl:ENSG00000171450|HPRD:04790|Vega:OTTHUMG00000133083	2q35	cyclin-dependent kinase 5, regulatory subunit 2 (p39)	NA	NA	NA	NA	NA
891	CCNB1	ONG	protein-coding	CCNB	MIM:123836|HGNC:HGNC:1579|Ensembl:ENSG00000134057|HPRD:00454|Vega:OTTHUMG00000097817	5q12	cyclin B1	NA	NA	NA	NA	NA
8880	FUBP1	ONG	protein-coding	FBP|FUBP|hDH V	MIM:603444|HGNC:HGNC:4004|Ensembl:ENSG00000162613|HPRD:10349|Vega:OTTHUMG00000040799	1p31.1	far upstream element binding protein 1	NA	NA	NA	NA	NA
8878	SQSTM1	ONG	protein-coding	A170|FTDALS3|OSIL|PDB3|ZIP3|p60|p62|p62B	MIM:601530|HGNC:HGNC:11280|Ensembl:ENSG00000161011|HPRD:03319|Vega:OTTHUMG00000150643	5q35	sequestosome 1	NA	NA	NA	NA	NA
8837	CFLAR	ONG	protein-coding	CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS	MIM:603599|HGNC:HGNC:1876|Ensembl:ENSG00000003402|HPRD:04671|Vega:OTTHUMG00000132819	2q33-q34	CASP8 and FADD like apoptosis regulator	NA	NA	NA	NA	NA
8811	GALR2	ONG	protein-coding	GAL2-R|GALNR2|GALR-2	MIM:603691|HGNC:HGNC:4133|Ensembl:ENSG00000182687|HPRD:04735|Vega:OTTHUMG00000167479	17q25.3	galanin receptor 2	NA	NA	NA	NA	NA
8754	ADAM9	ONG	protein-coding	CORD9|MCMP|MDC9|Mltng	MIM:602713|HGNC:HGNC:216|Ensembl:ENSG00000168615|HPRD:04091|Vega:OTTHUMG00000159783	8p11.22	ADAM metallopeptidase domain 9	NA	NA	NA	NA	NA
868	CBLB	ONG	protein-coding	Cbl-b|Nbla00127|RNF56	MIM:604491|HGNC:HGNC:1542|Ensembl:ENSG00000114423|HPRD:05136|Vega:OTTHUMG00000150654	3q13.11	Cbl proto-oncogene B, E3 ubiquitin protein ligase	NA	NA	NA	NA	NA
8643	PTCH2	both	protein-coding	PTC2	MIM:603673|HGNC:HGNC:9586|Ensembl:ENSG00000117425|HPRD:04722|Vega:OTTHUMG00000008490	1p34.1	patched 2	PTC2	MIM:603673|HGNC:HGNC:9586|Ensembl:ENSG00000117425|HPRD:04722|Vega:OTTHUMG00000008490	1	1p34.1	patched 2
864	RUNX3	both	protein-coding	AML2|CBFA3|PEBP2aC	MIM:600210|HGNC:HGNC:10473|Ensembl:ENSG00000020633|HPRD:02565|Vega:OTTHUMG00000003316	1p36	runt related transcription factor 3	AML2|CBFA3|PEBP2aC	MIM:600210|HGNC:HGNC:10473|Ensembl:ENSG00000020633|HPRD:02565|Vega:OTTHUMG00000003316	1	1p36	runt-related transcription factor 3
8544	PIR	ONG	protein-coding	-	MIM:300931|HGNC:HGNC:30048|Ensembl:ENSG00000087842|HPRD:04510|Vega:OTTHUMG00000021176	Xp22.2	pirin	NA	NA	NA	NA	NA
8543	LMO4	ONG	protein-coding	-	MIM:603129|HGNC:HGNC:6644|Ensembl:ENSG00000143013|HPRD:09122|Vega:OTTHUMG00000010248	1p22.3	LIM domain only 4	NA	NA	NA	NA	NA
84939	MUM1	ONG	protein-coding	EXPAND1|HSPC211|MUM-1	HGNC:HGNC:29641|Ensembl:ENSG00000160953|HPRD:14789|Vega:OTTHUMG00000180055	19p13.3	melanoma associated antigen (mutated) 1	NA	NA	NA	NA	NA
8493	PPM1D	ONG	protein-coding	PP2C-DELTA|WIP1	MIM:605100|HGNC:HGNC:9277|Ensembl:ENSG00000170836|HPRD:05482|Vega:OTTHUMG00000180052	17q23.2	protein phosphatase, Mg2+/Mn2+ dependent 1D	NA	NA	NA	NA	NA
84864	MINA	ONG	protein-coding	MDIG|MINA53|NO52|ROX	MIM:612049|HGNC:HGNC:19441|Ensembl:ENSG00000170854|HPRD:17575|Vega:OTTHUMG00000160107	3q11.2	MYC induced nuclear antigen	NA	NA	NA	NA	NA
84717	HDGFRP2	ONG	protein-coding	HDGF-2|HDGF2|HRP-2	Ensembl:ENSG00000167674|HPRD:13639|Vega:OTTHUMG00000182007	19p13.3	hepatoma-derived growth factor-related protein 2	NA	NA	NA	NA	NA
8451	CUL4A	ONG	protein-coding	-	MIM:603137|HGNC:HGNC:2554|Ensembl:ENSG00000139842|HPRD:07218	13q34	cullin 4A	NA	NA	NA	NA	NA
84441	MAML2	ONG	protein-coding	MAM-3|MAM2|MAM3|MLL-MAML2	MIM:607537|HGNC:HGNC:16259|Ensembl:ENSG00000184384|HPRD:09608|Vega:OTTHUMG00000167677	11q21	mastermind like transcriptional coactivator 2	NA	NA	NA	NA	NA
84299	MIEN1	ONG	protein-coding	C17orf37|C35|ORB3|RDX12|XTP4	MIM:611802|HGNC:HGNC:28230|Ensembl:ENSG00000141741|HPRD:12681|Vega:OTTHUMG00000133252	17q12	migration and invasion enhancer 1	NA	NA	NA	NA	NA
83596	BCL2L12	ONG	protein-coding	-	MIM:610837|HGNC:HGNC:13787|Ensembl:ENSG00000126453|HPRD:16543	19q13.3	BCL2 like 12	NA	NA	NA	NA	NA
822	CAPG	both	protein-coding	AFCP|HEL-S-66|MCP	MIM:153615|HGNC:HGNC:1474|Ensembl:ENSG00000042493|HPRD:01088|Vega:OTTHUMG00000130183	2p11.2	capping actin protein, gelsolin like	AFCP|HEL-S-66|MCP	MIM:153615|HGNC:HGNC:1474|Ensembl:ENSG00000042493|HPRD:01088|Vega:OTTHUMG00000130183	2	2p11.2	capping protein (actin filament), gelsolin-like
8202	NCOA3	ONG	protein-coding	ACTR|AIB-1|AIB1|CAGH16|CTG26|KAT13B|RAC3|SRC-3|SRC3|TNRC14|TNRC16|TRAM-1|bHLHe42|pCIP	MIM:601937|HGNC:HGNC:7670|Ensembl:ENSG00000124151|HPRD:03570|Vega:OTTHUMG00000033061	20q12	nuclear receptor coactivator 3	NA	NA	NA	NA	NA
81788	NUAK2	ONG	protein-coding	SNARK	MIM:608131|HGNC:HGNC:29558|Ensembl:ENSG00000163545|HPRD:12172|Vega:OTTHUMG00000037196	1q32.1	NUAK family kinase 2	NA	NA	NA	NA	NA
81608	FIP1L1	ONG	protein-coding	FIP1|Rhe|hFip1	MIM:607686|HGNC:HGNC:19124|Ensembl:ENSG00000145216|HPRD:09646|Vega:OTTHUMG00000128701	4q12	factor interacting with PAPOLA and CPSF1	NA	NA	NA	NA	NA
81607	NECTIN4	ONG	protein-coding	EDSS1|LNIR|PRR4|PVRL4|nectin-4	MIM:609607|HGNC:HGNC:19688|Ensembl:ENSG00000143217|HPRD:17934|Vega:OTTHUMG00000031475	1q23.3	nectin cell adhesion molecule 4	NA	NA	NA	NA	NA
81603	TRIM8	ONG	protein-coding	GERP|RNF27	MIM:606125|HGNC:HGNC:15579|Ensembl:ENSG00000171206|HPRD:06934|Vega:OTTHUMG00000018964	10q24.3	tripartite motif containing 8	NA	NA	NA	NA	NA
80789	INTS5	ONG	protein-coding	INT5|KIAA1698	MIM:611349|HGNC:HGNC:29352|Ensembl:ENSG00000185085|HPRD:13883|Vega:OTTHUMG00000167605	11q12.3	integrator complex subunit 5	NA	NA	NA	NA	NA
79872	CBLL1	ONG	protein-coding	HAKAI|RNF188	MIM:606872|HGNC:HGNC:21225|Ensembl:ENSG00000105879|HPRD:07590|Vega:OTTHUMG00000154809	7q22.3	Cbl proto-oncogene like 1, E3 ubiquitin protein ligase	NA	NA	NA	NA	NA
79727	LIN28A	ONG	protein-coding	CSDD1|LIN-28|LIN28|ZCCHC1|lin-28A	MIM:611043|HGNC:HGNC:15986|Ensembl:ENSG00000131914|HPRD:17278|Vega:OTTHUMG00000003550	1p36.11	lin-28 homolog A	NA	NA	NA	NA	NA
7965	AIMP2	both	protein-coding	JTV-1|JTV1|P38|PRO0992	MIM:600859|HGNC:HGNC:20609|Ensembl:ENSG00000106305|HPRD:02915|Vega:OTTHUMG00000122077	7p22	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	JTV-1|JTV1|P38	MIM:600859|HGNC:HGNC:20609|Ensembl:ENSG00000106305|HPRD:02915|Vega:OTTHUMG00000122077	7	7p22	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2
79366	HMGN5	ONG	protein-coding	NBP-45|NSBP1	MIM:300385|HGNC:HGNC:8013|Ensembl:ENSG00000198157|HPRD:02310|Vega:OTTHUMG00000021911	Xq13.3	high mobility group nucleosome binding domain 5	NA	NA	NA	NA	NA
78986	DUSP26	both	protein-coding	DSP-4|DUSP24|LDP-4|MKP-8|MKP8|NATA1|NEAP|SKRP3	HGNC:HGNC:28161|Ensembl:ENSG00000133878|HPRD:14421|Vega:OTTHUMG00000163961	8p12	dual specificity phosphatase 26 (putative)	DUSP24|LDP-4|MKP8|NATA1|SKRP3	HGNC:HGNC:28161|Ensembl:ENSG00000133878|HPRD:14421|Vega:OTTHUMG00000163961	8	8p12	dual specificity phosphatase 26 (putative)
7852	CXCR4	ONG	protein-coding	CD184|D2S201E|FB22|HM89|HSY3RR|LAP-3|LAP3|LCR1|LESTR|NPY3R|NPYR|NPYRL|NPYY3R|WHIM|WHIMS	MIM:162643|HGNC:HGNC:2561|Ensembl:ENSG00000121966|HPRD:01217|Vega:OTTHUMG00000153583	2q21	chemokine (C-X-C motif) receptor 4	NA	NA	NA	NA	NA
